core,depth,aom,yrsbp,flux,smt
GC1069,95.5,0.003648009,,1.824004439,138
GC1069,96.5,0.004814703,,2.407351567,138
GC1069,97.5,0.006574527,,3.287263548,138
GC1069,98.5,0.009297065,,4.648532527,138
GC1069,99.5,0.013611851,,6.805925638,138
GC1069,100.5,0.020614777,,10.30738866,138
GC1069,101.5,0.032262924,,16.13146211,138
GC1069,102.5,0.052154333,,26.07716666,138
GC1069,103.5,0.08711539,,43.55769504,138
GC1069,104.5,0.150520368,,75.26018393,138
GC1069,105.5,0.269392335,,134.6961673,138
GC1069,106.5,0.499867652,,249.933826,138
GC1069,107.5,0.961261502,,480.6307509,138
GC1069,108.5,1.911100154,,955.5500771,138
GC1069,109.5,3.906757032,,1953.378516,138
GC1069,110.5,8.131607357,,4065.803679,138
GC1069,111.5,16.95827256,,8479.13628,138
GC1069,112.5,34.59743902,,17298.71951,138
GC1069,113.5,66.92480793,,33462.40396,138
GC1069,114.5,118.5059058,,59252.95288,138
GC1069,115.5,185.3747846,,92687.39231,138
GC1069,116.5,244.9954848,,122497.7424,138
GC1069,117.5,232.7633874,,116381.6937,138
GC1069,118.5,60.15004519,,30075.0226,138
GC1069,119.5,2.249347323,,1124.673661,138
GC1069,120.5,-0.140768602,,-70.38430121,138
GC1069,121.5,-0.282303452,,-141.1517258,138
GC1069,122.5,-0.329947941,,-164.9739705,138
GC1069,123.5,-0.354743808,,-177.3719042,138
GC1069,124.5,-0.369059027,,-184.5295136,138
GC1069,125.5,-0.37789822,,-188.9491101,138
GC1069,126.5,-0.383636207,,-191.8181037,138
GC1069,127.5,-0.387506605,,-193.7533026,138
GC1069,128.5,-0.390196126,,-195.0980632,138
GC1069,129.5,-0.392108669,,-196.0543345,138
GC1069,130.5,-0.393492731,,-196.7463653,138
GC1069,131.5,-0.394507046,,-197.2535232,138
GC1069,132.5,-0.395256312,,-197.6281559,138
GC1069,133.5,-0.395811508,,-197.905754,138
GC1069,134.5,-0.396221926,,-198.1109632,138
GC1069,135.5,-0.396522542,,-198.2612709,138
GC1069,136.5,-0.396738636,,-198.369318,138
GC1069,137.5,-0.396888793,,-198.4443965,138
GC1069,138.5,-0.39698689,,-198.4934449,138
GC1069,139.5,-0.39704342,,-198.5217102,138
GC1069,140.5,-0.397066434,,-198.5332171,138
GC1069,141.5,-0.397062167,,-198.5310833,138
GC1069,142.5,-0.3970355,,-198.5177498,138
GC1069,143.5,-0.396990299,,-198.4951495,138
GC1069,144.5,-0.396929646,,-198.464823,138
GC1069,145.5,-0.396856021,,-198.4280104,138
GC1069,146.5,-0.396771436,,-198.385718,138
GC1069,147.5,-0.396677532,,-198.3387662,138
GC1069,148.5,-0.396575656,,-198.2878279,138
GC1069,149.5,-0.396466918,,-198.233459,138
GC1069,150.5,-0.396352244,,-198.1761221,138
GC1069,151.5,-0.396232404,,-198.1162018,138
GC1069,152.5,-0.396108042,,-198.054021,138
GC1069,153.5,-0.395979705,,-197.9898526,138
GC1069,154.5,-0.395847849,,-197.9239247,138
GC1069,155.5,-0.395712869,,-197.8564346,138
GC1069,156.5,-0.395575098,,-197.787549,138
GC1069,157.5,-0.395434826,,-197.7174131,138
GC1069,158.5,-0.395292301,,-197.6461507,138
GC1069,159.5,-0.39514774,,-197.5738698,138
GC1069,160.5,-0.395001325,,-197.5006626,138
GC1069,161.5,-0.394853226,,-197.4266128,138
GC1069,162.5,-0.394703579,,-197.3517895,138
GC1069,163.5,-0.394552512,,-197.2762558,138
GC1069,164.5,-0.394400135,,-197.2000676,138
GC1069,165.5,-0.394246547,,-197.1232733,138
GC1069,166.5,-0.394091833,,-197.0459167,138
GC1069,167.5,-0.393936078,,-196.9680388,138
GC1069,168.5,-0.393779348,,-196.889674,138
GC1069,169.5,-0.393621708,,-196.810854,138
GC1069,170.5,-0.393463215,,-196.7316075,138
GC1069,171.5,-0.393303916,,-196.651958,138
GC1069,172.5,-0.393143853,,-196.5719267,138
GC1069,173.5,-0.392983059,,-196.4915296,138
GC1069,174.5,-0.392821561,,-196.4107806,138
GC1069,175.5,-0.392659382,,-196.3296908,138
GC1069,176.5,-0.392496537,,-196.2482687,138
GC1069,177.5,-0.392333047,,-196.1665235,138
GC1069,178.5,-0.392168925,,-196.0844627,138
GC1069,179.5,-0.392004184,,-196.0020919,138
GC1069,180.5,-0.391838839,,-195.9194195,138
GC1069,181.5,-0.3916729,,-195.8364501,138
GC1069,182.5,-0.391506377,,-195.7531883,138
GC1069,183.5,-0.391339282,,-195.6696408,138
GC1069,184.5,-0.391171622,,-195.5858111,138
GC1069,185.5,-0.39100341,,-195.501705,138
GC1069,186.5,-0.390834654,,-195.417327,138
GC1069,187.5,-0.390665364,,-195.3326819,138
GC1069,188.5,-0.390495548,,-195.2477742,138
GC1069,189.5,-0.390325221,,-195.1626105,138
GC1069,190.5,-0.390154391,,-195.0771954,138
GC1069,191.5,-0.389983071,,-194.9915354,138
GC1069,192.5,-0.389811273,,-194.9056363,138
GC1069,193.5,-0.389639011,,-194.8195053,138
GC1069,194.5,-0.389466296,,-194.733148,138
GC1069,195.5,-0.389293151,,-194.6465757,138
GC1069,196.5,-0.389119631,,-194.5598154,138
GC1069,197.5,-0.388945898,,-194.4729489,138
GC1069,198.5,-0.388772509,,-194.3862547,138
GC1069,199.5,-0.388602288,,-194.301144,138
GC1069,200.5,-0.388487882,,-194.2439412,138
GC1069,201.5,-0.389368447,,-194.6842234,138
GC1069,202.5,-0.391407749,,-195.7038746,138
GC1069,203.5,-0.393576859,,-196.7884296,138
GC1069,204.5,-0.395844453,,-197.9222266,138
GC1069,205.5,-0.398213406,,-199.1067032,138
GC1069,206.5,-0.400688325,,-200.3441624,138
GC1069,207.5,-0.403274705,,-201.6373526,138
GC1069,208.5,-0.405978232,,-202.989116,138
GC1069,209.5,-0.40880335,,-204.4016748,138
GC1069,210.5,-0.411757225,,-205.8786124,138
GC1069,211.5,-0.414846544,,-207.423272,138
GC1069,212.5,-0.418076975,,-209.0384873,138
GC1069,213.5,-0.421454261,,-210.7271305,138
GC1069,214.5,-0.424987398,,-212.493699,138
GC1069,215.5,-0.428683744,,-214.3418722,138
GC1069,216.5,-0.432545281,,-216.2726405,138
GC1069,217.5,-0.436584228,,-218.292114,138
GC1069,218.5,-0.440808398,,-220.404199,138
GC1069,219.5,-0.445218968,,-222.6094838,138
GC1069,220.5,-0.449826284,,-224.913142,138
GC1069,221.5,-0.454639733,,-227.3198666,138
GC1069,222.5,-0.459658682,,-229.829341,138
GC1069,223.5,-0.464888206,,-232.4441031,138
GC1069,224.5,-0.470339373,,-235.1696865,138
GC1069,225.5,-0.476005092,,-238.0025462,138
GC1069,226.5,-0.481885186,,-240.9425928,138
GC1069,227.5,-0.487989366,,-243.9946831,138
GC1069,228.5,-0.49429342,,-247.1467098,138
GC1069,229.5,-0.500796529,,-250.3982643,138
GC1069,230.5,-0.507498615,,-253.7493074,138
GC1069,231.5,-0.514336197,,-257.1680984,138
GC1069,232.5,-0.521324666,,-260.6623329,138
GC1069,233.5,-0.528410442,,-264.205221,138
GC1069,234.5,-0.535527827,,-267.7639134,138
GC1069,235.5,-0.542666706,,-271.333353,138
GC1069,236.5,-0.549662597,,-274.8312983,138
GC1069,237.5,-0.556512415,,-278.2562077,138
GC1069,238.5,-0.563037602,,-281.5188008,138
GC1069,239.5,-0.569126803,,-284.5634014,138
GC1069,240.5,-0.574623571,,-287.3117853,138
GC1069,241.5,-0.579274615,,-289.6373075,138
GC1069,242.5,-0.58295272,,-291.4763599,138
GC1069,243.5,-0.585240948,,-292.620474,138
GC1069,244.5,-0.586054341,,-293.0271704,138
GC1069,245.5,-0.584802712,,-292.401356,138
GC1069,246.5,-0.581465644,,-290.7328219,138
GC1069,247.5,-0.575324189,,-287.6620944,138
GC1069,248.5,-0.56646857,,-283.2342849,138
GC1069,249.5,-0.554187369,,-277.0936845,138
GC1070,0.5,0.002636222,,1.318110781,69
GC1070,1.5,0.000934969,,0.467484541,69
GC1070,2.5,0.000338195,,0.169097515,69
GC1070,3.5,0.000142907,,0.071453726,69
GC1070,4.5,7.55E-05,,0.03773016,69
GC1070,5.5,4.98E-05,,0.024893918,69
GC1070,6.5,3.97E-05,,0.019872117,69
GC1070,7.5,3.64E-05,,0.018194665,69
GC1070,8.5,3.62E-05,,0.018087446,69
GC1070,9.5,3.75E-05,,0.018768527,69
GC1070,10.5,3.97E-05,,0.01987202,69
GC1070,11.5,4.24E-05,,0.021221682,69
GC1070,12.5,4.55E-05,,0.022732436,69
GC1070,13.5,4.87E-05,,0.024364722,69
GC1070,14.5,5.22E-05,,0.026102481,69
GC1070,15.5,5.59E-05,,0.027942246,69
GC1070,16.5,5.98E-05,,0.029887649,69
GC1070,17.5,6.39E-05,,0.031946652,69
GC1070,18.5,6.83E-05,,0.034130184,69
GC1070,19.5,7.29E-05,,0.036451528,69
GC1070,20.5,7.79E-05,,0.038926137,69
GC1070,21.5,8.31E-05,,0.041571719,69
GC1070,22.5,8.88E-05,,0.044408541,69
GC1070,23.5,9.49E-05,,0.047459942,69
GC1070,24.5,0.000101506,,0.050753127,69
GC1070,25.5,0.000108641,,0.054320359,69
GC1070,26.5,0.000116402,,0.058200764,69
GC1070,27.5,0.000124886,,0.062443131,69
GC1070,28.5,0.000134221,,0.067110308,69
GC1070,29.5,0.000144572,,0.072286224,69
GC1070,30.5,0.00015617,,0.078085029,69
GC1070,31.5,0.000168529,,0.084264377,69
GC1070,32.5,0.000181415,,0.090707373,69
GC1070,33.5,0.000195893,,0.097946424,69
GC1070,34.5,0.000212098,,0.106049095,69
GC1070,35.5,0.000230233,,0.115116259,69
GC1070,36.5,0.000250567,,0.125283398,69
GC1070,37.5,0.000273449,,0.136724356,69
GC1070,38.5,0.00029932,,0.149660176,69
GC1070,39.5,0.000328748,,0.164373791,69
GC1070,40.5,0.000362466,,0.181232858,69
GC1070,41.5,0.000401453,,0.200726621,69
GC1070,42.5,0.000447034,,0.223517189,69
GC1070,43.5,0.000501057,,0.250528413,69
GC1070,44.5,0.000566167,,0.283083491,69
GC1070,45.5,0.000646237,,0.323118266,69
GC1070,46.5,0.000747066,,0.373533047,69
GC1070,47.5,0.000877548,,0.438774198,69
GC1070,48.5,0.001051511,,0.525755616,69
GC1070,49.5,0.001290865,,0.645432374,69
GC1070,50.5,0.001630812,,0.815406235,69
GC1070,51.5,0.002128676,,1.064337935,69
GC1070,52.5,0.002879242,,1.439620754,69
GC1070,53.5,0.004041519,,2.02075933,69
GC1070,54.5,0.00588739,,2.943695076,69
GC1070,55.5,0.008891464,,4.445731923,69
GC1070,56.5,0.01390395,,6.95197488,69
GC1070,57.5,0.022492974,,11.24648683,69
GC1070,58.5,0.037645907,,18.82295364,69
GC1070,59.5,0.065250154,,32.62507679,69
GC1070,60.5,0.117301329,,58.65066474,69
GC1070,61.5,0.219028153,,109.5140765,69
GC1070,62.5,0.425033046,,212.5165228,69
GC1070,63.5,0.85637676,,428.1883801,69
GC1070,64.5,1.785973913,,892.9869566,69
GC1070,65.5,3.831050975,,1915.525487,69
GC1070,66.5,8.358743551,,4179.371776,69
GC1070,67.5,18.21435494,,9107.177472,69
GC1070,68.5,38.59825881,,19299.12941,69
GC1070,69.5,76.96333653,,38481.66827,69
GC1070,70.5,139.6483278,,69824.16389,69
GC1070,71.5,224.5116694,,112255.8347,69
GC1070,72.5,314.7497577,,157374.8788,69
GC1070,73.5,377.2318508,,188615.9254,69
GC1070,74.5,325.409742,,162704.871,69
GC1070,75.5,52.27644314,,26138.22157,69
GC1070,76.5,0.597495914,,298.7479569,69
GC1070,77.5,-0.329005832,,-164.5029158,69
GC1070,78.5,-0.381056813,,-190.5284066,69
GC1070,79.5,-0.400640186,,-200.320093,69
GC1070,80.5,-0.409853681,,-204.9268405,69
GC1070,81.5,-0.414261732,,-207.1308658,69
GC1070,82.5,-0.416194311,,-208.0971553,69
GC1070,83.5,-0.416759405,,-208.3797025,69
GC1070,84.5,-0.416528201,,-208.2641005,69
GC1070,85.5,-0.415814743,,-207.9073715,69
GC1070,86.5,-0.414804242,,-207.4021212,69
GC1070,87.5,-0.413607817,,-206.8039084,69
GC1070,88.5,-0.412294544,,-206.1472722,69
GC1070,89.5,-0.410907872,,-205.4539362,69
GC1070,90.5,-0.409477642,,-204.7388209,69
GC1070,91.5,-0.408022852,,-204.011426,69
GC1070,92.5,-0.406556131,,-203.2780654,69
GC1070,93.5,-0.405085611,,-202.5428057,69
GC1070,94.5,-0.403617097,,-201.8085486,69
GC1070,95.5,-0.402154552,,-201.0772762,69
GC1070,96.5,-0.400700372,,-200.3501858,69
GC1070,97.5,-0.399256026,,-199.6280128,69
GC1070,98.5,-0.397822289,,-198.9111444,69
GC1070,99.5,-0.396399545,,-198.1997726,69
GC1070,100.5,-0.394988111,,-197.4940555,69
GC1070,101.5,-0.39358804,,-196.7940201,69
GC1070,102.5,-0.392199692,,-196.0998461,69
GC1070,103.5,-0.390834451,,-195.4172256,69
GC1070,104.5,-0.389866922,,-194.9334612,69
GC1070,105.5,-0.389580084,,-194.7900418,69
GC1070,106.5,-0.389323289,,-194.6616445,69
GC1070,107.5,-0.389065174,,-194.5325872,69
GC1070,108.5,-0.388804686,,-194.4023429,69
GC1070,109.5,-0.388541905,,-194.2709525,69
GC1070,110.5,-0.388277048,,-194.1385241,69
GC1070,111.5,-0.388010339,,-194.0051694,69
GC1070,112.5,-0.387741976,,-193.870988,69
GC1070,113.5,-0.387472137,,-193.7360684,69
GC1070,114.5,-0.387200968,,-193.600484,69
GC1070,115.5,-0.386928593,,-193.4642963,69
GC1070,116.5,-0.386655122,,-193.3275612,69
GC1070,117.5,-0.386380645,,-193.1903225,69
GC1070,118.5,-0.386105238,,-193.0526192,69
GC1070,119.5,-0.385828972,,-192.9144858,69
GC1070,120.5,-0.385551902,,-192.7759512,69
GC1070,121.5,-0.385274081,,-192.6370404,69
GC1070,122.5,-0.384995548,,-192.497774,69
GC1070,123.5,-0.384716347,,-192.3581734,69
GC1070,124.5,-0.384436509,,-192.2182544,69
GC1070,125.5,-0.384156062,,-192.078031,69
GC1070,126.5,-0.383875034,,-191.9375171,69
GC1070,127.5,-0.383593444,,-191.796722,69
GC1070,128.5,-0.383311312,,-191.6556561,69
GC1070,129.5,-0.38302865,,-191.5143248,69
GC1070,130.5,-0.382745467,,-191.3727337,69
GC1070,131.5,-0.382461772,,-191.2308858,69
GC1070,132.5,-0.382177562,,-191.0887808,69
GC1070,133.5,-0.381892838,,-190.9464189,69
GC1070,134.5,-0.3816076,,-190.8038001,69
GC1070,135.5,-0.381321841,,-190.6609206,69
GC1070,136.5,-0.381035557,,-190.5177786,69
GC1070,137.5,-0.380748742,,-190.3743712,69
GC1070,138.5,-0.380461395,,-190.2306976,69
GC1070,139.5,-0.38017351,,-190.0867549,69
GC1070,140.5,-0.379885081,,-189.9425404,69
GC1070,141.5,-0.379596106,,-189.7980531,69
GC1070,142.5,-0.379306582,,-189.6532911,69
GC1070,143.5,-0.379016505,,-189.5082527,69
GC1070,144.5,-0.378725868,,-189.362934,69
GC1070,145.5,-0.378434667,,-189.2173333,69
GC1070,146.5,-0.378142893,,-189.0714467,69
GC1070,147.5,-0.377850539,,-188.9252697,69
GC1070,148.5,-0.377557597,,-188.7787985,69
GC1070,149.5,-0.377264061,,-188.6320303,69
GC1070,150.5,-0.376969927,,-188.4849633,69
GC1070,151.5,-0.376675186,,-188.3375928,69
GC1070,152.5,-0.376379836,,-188.1899178,69
GC1070,153.5,-0.376083873,,-188.0419366,69
GC1070,154.5,-0.375787292,,-187.8936462,69
GC1070,155.5,-0.375490088,,-187.745044,69
GC1070,156.5,-0.375192256,,-187.5961281,69
GC1070,157.5,-0.374893787,,-187.4468937,69
GC1070,158.5,-0.374594673,,-187.2973363,69
GC1070,159.5,-0.374294897,,-187.1474485,69
GC1070,160.5,-0.373994449,,-186.9972245,69
GC1070,161.5,-0.373693318,,-186.8466589,69
GC1070,162.5,-0.37339149,,-186.695745,69
GC1070,163.5,-0.373088959,,-186.5444793,69
GC1070,164.5,-0.372785716,,-186.392858,69
GC1070,165.5,-0.372481756,,-186.2408782,69
GC1070,166.5,-0.372177074,,-186.0885372,69
GC1070,167.5,-0.371871668,,-185.935834,69
GC1070,168.5,-0.371565534,,-185.7827669,69
GC1070,169.5,-0.371258668,,-185.6293338,69
GC1070,170.5,-0.370951068,,-185.475534,69
GC1070,171.5,-0.370642731,,-185.3213655,69
GC1070,172.5,-0.37033366,,-185.1668302,69
GC1070,173.5,-0.370023854,,-185.0119271,69
GC1070,174.5,-0.369713313,,-184.8566563,69
GC1070,175.5,-0.369402034,,-184.7010169,69
GC1070,176.5,-0.369090014,,-184.5450069,69
GC1070,177.5,-0.368777244,,-184.3886218,69
GC1070,178.5,-0.368463714,,-184.2318568,69
GC1070,179.5,-0.368149413,,-184.0747063,69
GC1070,180.5,-0.36783433,,-183.9171649,69
GC1070,181.5,-0.367518459,,-183.7592297,69
GC1070,182.5,-0.367201794,,-183.6008969,69
GC1070,183.5,-0.366884326,,-183.4421629,69
GC1070,184.5,-0.366566053,,-183.2830267,69
GC1070,185.5,-0.366246971,,-183.1234856,69
GC1070,186.5,-0.365927079,,-182.9635394,69
GC1070,187.5,-0.365606375,,-182.8031874,69
GC1070,188.5,-0.365284859,,-182.6424294,69
GC1070,189.5,-0.364962533,,-182.4812665,69
GC1070,190.5,-0.364639399,,-182.3196996,69
GC1070,191.5,-0.364315465,,-182.1577323,69
GC1070,192.5,-0.363990731,,-181.9953656,69
GC1070,193.5,-0.363665203,,-181.8326014,69
GC1070,194.5,-0.363338878,,-181.6694388,69
GC1070,195.5,-0.363011755,,-181.5058776,69
GC1070,196.5,-0.362683834,,-181.3419171,69
GC1070,197.5,-0.362355115,,-181.1775573,69
GC1070,198.5,-0.362025596,,-181.012798,69
GC1070,199.5,-0.361695284,,-180.8476421,69
GC1070,200.5,-0.361364181,,-180.6820906,69
GC1070,201.5,-0.361032292,,-180.5161462,69
GC1070,202.5,-0.36069962,,-180.3498098,69
GC1070,203.5,-0.360366167,,-180.1830834,69
GC1070,204.5,-0.360031936,,-180.0159678,69
GC1070,205.5,-0.359696928,,-179.848464,69
GC1070,206.5,-0.359361144,,-179.680572,69
GC1070,207.5,-0.359024582,,-179.5122909,69
GC1070,208.5,-0.358687239,,-179.3436196,69
GC1070,209.5,-0.358349105,,-179.1745527,69
GC1070,210.5,-0.358010171,,-179.0050855,69
GC1070,211.5,-0.357670421,,-178.8352105,69
GC1070,212.5,-0.357329835,,-178.6649175,69
GC1070,213.5,-0.356988396,,-178.4941982,69
GC1070,214.5,-0.356646081,,-178.3230403,69
GC1070,215.5,-0.35630286,,-178.15143,69
GC1070,216.5,-0.355958705,,-177.9793523,69
GC1070,217.5,-0.355613577,,-177.8067887,69
GC1070,218.5,-0.355267435,,-177.6337176,69
GC1070,219.5,-0.354920228,,-177.4601141,69
GC1070,220.5,-0.354571904,,-177.285952,69
GC1070,221.5,-0.354222397,,-177.1111987,69
GC1070,222.5,-0.35387164,,-176.9358198,69
GC1070,223.5,-0.353519554,,-176.7597771,69
GC1070,224.5,-0.353166056,,-176.5830278,69
GC1070,225.5,-0.352811053,,-176.4055263,69
GC1070,226.5,-0.35245445,,-176.227225,69
GC1070,227.5,-0.352096144,,-176.048072,69
GC1070,228.5,-0.351736032,,-175.8680158,69
GC1070,229.5,-0.351374009,,-175.6870045,69
GC1070,230.5,-0.351009968,,-175.504984,69
GC1070,231.5,-0.35064381,,-175.321905,69
GC1070,232.5,-0.350275431,,-175.1377154,69
GC1070,233.5,-0.349904741,,-174.9523704,69
GC1070,234.5,-0.349531653,,-174.7658263,69
GC1070,235.5,-0.349156094,,-174.5780468,69
GC1070,236.5,-0.348778002,,-174.3890012,69
GC1070,237.5,-0.348397332,,-174.1986662,69
GC1070,238.5,-0.348014056,,-174.0070278,69
GC1070,239.5,-0.347628161,,-173.8140805,69
GC1070,240.5,-0.34723966,,-173.6198298,69
GC1070,241.5,-0.346848583,,-173.4242915,69
GC1070,242.5,-0.346454986,,-173.2274928,69
GC1070,243.5,-0.346058943,,-173.0294716,69
GC1070,244.5,-0.345660553,,-172.8302765,69
GC1070,245.5,-0.34525994,,-172.6299698,69
GC1070,246.5,-0.344857241,,-172.4286204,69
GC1070,247.5,-0.344452621,,-172.2263103,69
GC1070,248.5,-0.344046254,,-172.0231269,69
GC1070,249.5,-0.343638334,,-171.819167,69
GC1070,250.5,-0.343229068,,-171.6145341,69
GC1070,251.5,-0.34281867,,-171.4093352,69
GC1070,252.5,-0.342407364,,-171.2036819,69
GC1070,253.5,-0.341995372,,-170.997686,69
GC1070,254.5,-0.341582922,,-170.7914611,69
GC1070,255.5,-0.341170238,,-170.5851189,69
GC1070,256.5,-0.340757529,,-170.3787646,69
GC1070,257.5,-0.340345009,,-170.1725043,69
GC1070,258.5,-0.339932864,,-169.9664321,69
GC1070,259.5,-0.339521278,,-169.7606392,69
GC1070,260.5,-0.339110411,,-169.5552056,69
GC1070,261.5,-0.338700404,,-169.3502022,69
GC1070,262.5,-0.338291379,,-169.1456893,69
GC1070,263.5,-0.337883437,,-168.9417183,69
GC1070,264.5,-0.337476655,,-168.7383273,69
GC1070,265.5,-0.337071092,,-168.5355461,69
GC1070,266.5,-0.336666785,,-168.3333923,69
GC1070,267.5,-0.336263747,,-168.1318735,69
GC1070,268.5,-0.335861981,,-167.9309906,69
GC1070,269.5,-0.335461468,,-167.7307341,69
GC1070,270.5,-0.335062177,,-167.5310884,69
GC1070,271.5,-0.334664066,,-167.332033,69
GC1070,272.5,-0.334267095,,-167.1335473,69
GC1070,273.5,-0.333871222,,-166.9356109,69
GC1070,274.5,-0.33347644,,-166.73822,69
GC1070,275.5,-0.33308282,,-166.54141,69
GC1070,276.5,-0.332690643,,-166.3453216,69
GC1070,277.5,-0.332300701,,-166.1503503,69
GC1070,278.5,-0.331915029,,-165.9575147,69
GC1070,279.5,-0.3315387,,-165.7693498,69
GC1070,280.5,-0.331184061,,-165.5920307,69
GC1070,281.5,-0.330880835,,-165.4404177,69
GC1070,282.5,-0.330699746,,-165.349873,69
GC1070,283.5,-0.330807266,,-165.4036331,69
GC1070,284.5,-0.331468106,,-165.7340528,69
GC1070,285.5,-0.331648525,,-165.8242624,69
GC1070,286.5,-0.332539267,,-166.2696333,69
GC1070,287.5,-0.333531757,,-166.7658783,69
GC1070,288.5,-0.334555697,,-167.2778484,69
GC1070,289.5,-0.335599601,,-167.7998004,69
GC1070,290.5,-0.33666242,,-168.3312101,69
GC1070,291.5,-0.337745284,,-168.8726418,69
GC1070,292.5,-0.338853652,,-169.426826,69
GC1070,293.5,-0.339998436,,-169.9992182,69
GC1070,294.5,-0.341204021,,-170.6020105,69
GC1070,295.5,-0.3425164,,-171.2581998,69
GC1070,296.5,-0.344036443,,-172.0182216,69
GC1070,297.5,-0.345981892,,-172.990946,69
GC1070,298.5,-0.348798253,,-174.3991265,69
GC1070,299.5,-0.353432106,,-176.7160529,69