core,depth,value,type
PC1029,0,27.02,e
PC1029,0.01,28.06,e
PC1029,0.03,27.59,e
PC1029,0.05,27.27,e
PC1029,0.07,27.38,e
PC1029,0.09,27.26,e
PC1029,0.11,25.32,e
PC1029,0.13,16.02,e
PC1029,0.15,12.22,e
PC1029,0.17,14.67,e
PC1029,0.19,13.74,e
PC1029,0.21,9.41,e
PC1029,0.23,9.74,e
PC1029,0.25,11.67,e
PC1029,0.27,13.01,e
PC1029,0.1,26.899,m
PC1029,0.101,26.598,m
PC1029,0.102,26.298,m
PC1029,0.103,25.997,m
PC1029,0.104,25.696,m
PC1029,0.105,25.394,m
PC1029,0.106,25.093,m
PC1029,0.107,24.791,m
PC1029,0.108,24.489,m
PC1029,0.109,24.186,m
PC1029,0.11,23.884,m
PC1029,0.111,23.581,m
PC1029,0.112,23.277,m
PC1029,0.113,22.973,m
PC1029,0.114,22.668,m
PC1029,0.115,22.363,m
PC1029,0.116,22.057,m
PC1029,0.117,21.751,m
PC1029,0.118,21.444,m
PC1029,0.119,21.136,m
PC1029,0.12,20.828,m
PC1029,0.121,20.519,m
PC1029,0.122,20.209,m
PC1029,0.123,19.898,m
PC1029,0.124,19.586,m
PC1029,0.125,19.274,m
PC1029,0.126,18.96,m
PC1029,0.127,18.646,m
PC1029,0.128,18.33,m
PC1029,0.129,18.014,m
PC1029,0.13,17.696,m
PC1029,0.131,17.378,m
PC1029,0.132,17.058,m
PC1029,0.133,16.737,m
PC1029,0.134,16.415,m
PC1029,0.135,16.092,m
PC1029,0.136,15.767,m
PC1029,0.137,15.441,m
PC1029,0.138,15.114,m
PC1029,0.139,14.785,m
PC1029,0.14,14.456,m
PC1029,0.141,14.124,m
PC1029,0.142,13.792,m
PC1029,0.143,13.457,m
PC1029,0.144,13.122,m
PC1029,0.145,12.785,m
PC1029,0.146,12.446,m
PC1029,0.147,12.106,m
PC1029,0.148,11.764,m
PC1029,0.149,11.42,m
PC1029,0.15,11.075,m
PC1029,0.151,10.729,m
PC1029,0.152,10.38,m
PC1029,0.153,10.03,m
PC1029,0.154,9.6782,m
PC1029,0.155,9.3246,m
PC1029,0.156,8.9692,m
PC1029,0.157,8.612,m
PC1029,0.158,8.253,m
PC1029,0.159,7.8922,m
PC1029,0.16,7.5295,m
PC1029,0.161,7.1649,m
PC1029,0.162,6.7985,m
PC1029,0.163,6.4301,m
PC1029,0.164,6.0598,m
PC1029,0.165,5.6876,m
PC1029,0.166,5.3134,m
PC1029,0.167,4.9372,m
PC1029,0.168,4.559,m
PC1029,0.169,4.1788,m
PC1029,0.17,3.7966,m
PC1029,0.171,3.4124,m
PC1029,0.172,3.0262,m
PC1029,0.173,2.6381,m
PC1029,0.174,2.2483,m
PC1029,0.175,1.8575,m
PC1029,0.176,1.4677,m
PC1029,0.177,1.0842,m
PC1029,0.178,0.71958,m
PC1029,0.179,0.40096,m
PC1029,0.18,0.17032,m
PC1029,0.181,0.052032,m
PC1029,0.182,0.011985,m
PC1029,0.183,0.0022399,m
PC1029,0.184,0.00035718,m
PC1029,0.185,0.000050173,m
PC1029,0.186,6.35E-06,m
PC1029,0.187,7.34E-07,m
PC1029,0.188,7.87E-08,m
PC1029,0.189,7.89E-09,m
PC1029,0.19,7.45E-10,m
PC1029,0.191,6.68E-11,m
PC1029,0.192,5.71E-12,m
PC1029,0.193,4.67E-13,m
PC1029,0.194,3.68E-14,m
PC1029,0.195,2.80E-15,m
PC1029,0.196,2.06E-16,m
PC1029,0.197,1.47E-17,m
PC1029,0.198,1.02E-18,m
PC1029,0.199,6.90E-20,m
PC1029,0.2,4.56E-21,m
PC1029,0.201,2.94E-22,m
PC1029,0.202,1.86E-23,m
PC1029,0.203,1.15E-24,m
PC1029,0.204,7.03E-26,m
PC1029,0.205,4.20E-27,m
PC1029,0.206,2.47E-28,m
PC1029,0.207,1.43E-29,m
PC1029,0.208,8.18E-31,m
PC1029,0.209,4.60E-32,m
PC1029,0.21,2.56E-33,m
PC1029,0.211,1.40E-34,m
PC1029,0.212,7.60E-36,m
PC1029,0.213,4.07E-37,m
PC1029,0.214,2.16E-38,m
PC1029,0.215,1.13E-39,m
PC1029,0.216,5.88E-41,m
PC1029,0.217,3.02E-42,m
PC1029,0.218,1.54E-43,m
PC1029,0.219,7.78E-45,m
PC1029,0.22,3.90E-46,m
PC1029,0.221,1.94E-47,m
PC1029,0.222,9.55E-49,m
PC1029,0.223,4.67E-50,m
PC1029,0.224,2.27E-51,m
PC1029,0.225,1.09E-52,m
PC1029,0.226,5.24E-54,m
PC1029,0.227,2.50E-55,m
PC1029,0.228,1.18E-56,m
PC1029,0.229,5.55E-58,m
PC1029,0.23,2.60E-59,m
PC1029,0.231,1.21E-60,m
PC1029,0.232,5.58E-62,m
PC1029,0.233,2.56E-63,m
PC1029,0.234,1.17E-64,m
PC1029,0.235,5.34E-66,m
PC1029,0.236,2.42E-67,m
PC1029,0.237,1.09E-68,m
PC1029,0.238,4.89E-70,m
PC1029,0.239,2.19E-71,m
PC1029,0.24,9.73E-73,m
PC1029,0.241,4.31E-74,m
PC1029,0.242,1.90E-75,m
PC1029,0.243,8.36E-77,m
PC1029,0.244,3.66E-78,m
PC1029,0.245,1.60E-79,m
PC1029,0.246,6.94E-81,m
PC1029,0.247,3.01E-82,m
PC1029,0.248,1.30E-83,m
PC1029,0.249,5.58E-85,m
PC1029,0.25,2.39E-86,m
PC1029,0.251,1.02E-87,m
PC1029,0.252,4.36E-89,m
PC1029,0.253,1.85E-90,m
PC1029,0.254,7.84E-92,m
PC1029,0.255,3.31E-93,m
PC1029,0.256,1.39E-94,m
PC1029,0.257,5.86E-96,m
PC1029,0.258,2.45E-97,m
PC1029,0.259,1.02E-98,m
PC1029,0.26,4.27E-100,m
PC1029,0.261,1.77E-101,m
PC1029,0.262,7.35E-103,m
PC1029,0.263,3.04E-104,m
PC1029,0.264,1.25E-105,m
PC1029,0.265,5.16E-107,m
PC1029,0.266,2.12E-108,m
PC1029,0.267,8.69E-110,m
PC1029,0.268,3.55E-111,m
PC1029,0.269,1.45E-112,m
PC1029,0.27,5.90E-114,m
PC1029,0.271,2.40E-115,m
PC1029,0.272,9.73E-117,m
PC1029,0.273,3.94E-118,m
PC1029,0.274,1.59E-119,m
PC1029,0.275,6.42E-121,m
PC1029,0.276,2.58E-122,m
PC1029,0.277,1.04E-123,m
PC1029,0.278,4.16E-125,m
PC1029,0.279,1.67E-126,m
PC1029,0.28,6.66E-128,m
PC1029,0.281,2.66E-129,m
PC1029,0.282,1.06E-130,m
PC1029,0.283,4.21E-132,m
PC1029,0.284,1.67E-133,m
PC1029,0.285,6.63E-135,m
PC1029,0.286,2.62E-136,m
PC1029,0.287,1.04E-137,m
PC1029,0.288,4.09E-139,m
PC1029,0.289,1.61E-140,m
PC1029,0.29,6.35E-142,m
PC1029,0.291,2.50E-143,m
PC1029,0.292,9.80E-145,m
PC1029,0.293,3.84E-146,m
PC1029,0.294,1.50E-147,m
PC1029,0.295,5.88E-149,m
PC1029,0.296,2.29E-150,m
PC1029,0.297,8.95E-152,m
PC1029,0.298,3.49E-153,m
PC1029,0.299,1.36E-154,m
PC1029,0.3,5.47E-156,m
GC1048,5.00E-01,2.62E+01,i
GC1048,1.50E+00,2.61E+01,i
GC1048,2.50E+00,2.61E+01,i
GC1048,3.50E+00,2.60E+01,i
GC1048,4.50E+00,2.60E+01,i
GC1048,5.50E+00,2.60E+01,i
GC1048,6.50E+00,2.59E+01,i
GC1048,7.50E+00,2.59E+01,i
GC1048,8.50E+00,2.58E+01,i
GC1048,9.50E+00,2.58E+01,i
GC1048,1.05E+01,2.58E+01,i
GC1048,1.15E+01,2.57E+01,i
GC1048,1.25E+01,2.57E+01,i
GC1048,1.35E+01,2.56E+01,i
GC1048,1.45E+01,2.56E+01,i
GC1048,1.55E+01,2.56E+01,i
GC1048,1.65E+01,2.55E+01,i
GC1048,1.75E+01,2.55E+01,i
GC1048,1.85E+01,2.54E+01,i
GC1048,1.95E+01,2.54E+01,i
GC1048,2.05E+01,2.54E+01,i
GC1048,2.15E+01,2.53E+01,i
GC1048,2.25E+01,2.53E+01,i
GC1048,2.35E+01,2.52E+01,i
GC1048,2.45E+01,2.52E+01,i
GC1048,2.55E+01,2.52E+01,i
GC1048,2.65E+01,2.51E+01,i
GC1048,2.75E+01,2.51E+01,i
GC1048,2.85E+01,2.50E+01,i
GC1048,2.95E+01,2.50E+01,i
GC1048,3.05E+01,2.50E+01,i
GC1048,3.15E+01,2.49E+01,i
GC1048,3.25E+01,2.49E+01,i
GC1048,3.35E+01,2.49E+01,i
GC1048,3.45E+01,2.48E+01,i
GC1048,3.55E+01,2.48E+01,i
GC1048,3.65E+01,2.47E+01,i
GC1048,3.75E+01,2.47E+01,i
GC1048,3.85E+01,2.47E+01,i
GC1048,3.95E+01,2.46E+01,i
GC1048,4.05E+01,2.46E+01,i
GC1048,4.15E+01,2.45E+01,i
GC1048,4.25E+01,2.45E+01,i
GC1048,4.35E+01,2.45E+01,i
GC1048,4.45E+01,2.44E+01,i
GC1048,4.55E+01,2.44E+01,i
GC1048,4.65E+01,2.43E+01,i
GC1048,4.75E+01,2.43E+01,i
GC1048,4.85E+01,2.43E+01,i
GC1048,4.95E+01,2.42E+01,i
GC1048,5.05E+01,2.42E+01,i
GC1048,5.15E+01,2.42E+01,i
GC1048,5.25E+01,2.41E+01,i
GC1048,5.35E+01,2.41E+01,i
GC1048,5.45E+01,2.40E+01,i
GC1048,5.55E+01,2.40E+01,i
GC1048,5.65E+01,2.40E+01,i
GC1048,5.75E+01,2.39E+01,i
GC1048,5.85E+01,2.39E+01,i
GC1048,5.95E+01,2.38E+01,i
GC1048,6.05E+01,2.38E+01,i
GC1048,6.15E+01,2.38E+01,i
GC1048,6.25E+01,2.37E+01,i
GC1048,6.35E+01,2.37E+01,i
GC1048,6.45E+01,2.37E+01,i
GC1048,6.55E+01,2.36E+01,i
GC1048,6.65E+01,2.36E+01,i
GC1048,6.75E+01,2.35E+01,i
GC1048,6.85E+01,2.35E+01,i
GC1048,6.95E+01,2.35E+01,i
GC1048,7.05E+01,2.34E+01,i
GC1048,7.15E+01,2.34E+01,i
GC1048,7.25E+01,2.34E+01,i
GC1048,7.35E+01,2.33E+01,i
GC1048,7.45E+01,2.33E+01,i
GC1048,7.55E+01,2.32E+01,i
GC1048,7.65E+01,2.32E+01,i
GC1048,7.75E+01,2.32E+01,i
GC1048,7.85E+01,2.31E+01,i
GC1048,7.95E+01,2.31E+01,i
GC1048,8.05E+01,2.30E+01,i
GC1048,8.15E+01,2.30E+01,i
GC1048,8.25E+01,2.30E+01,i
GC1048,8.35E+01,2.29E+01,i
GC1048,8.45E+01,2.29E+01,i
GC1048,8.55E+01,2.29E+01,i
GC1048,8.65E+01,2.28E+01,i
GC1048,8.75E+01,2.28E+01,i
GC1048,8.85E+01,2.27E+01,i
GC1048,8.95E+01,2.27E+01,i
GC1048,9.05E+01,2.27E+01,i
GC1048,9.15E+01,2.26E+01,i
GC1048,9.25E+01,2.26E+01,i
GC1048,9.35E+01,2.26E+01,i
GC1048,9.45E+01,2.25E+01,i
GC1048,9.55E+01,2.25E+01,i
GC1048,9.65E+01,2.25E+01,i
GC1048,9.75E+01,2.24E+01,i
GC1048,9.85E+01,2.24E+01,i
GC1048,9.95E+01,2.23E+01,i
GC1048,1.01E+02,2.23E+01,i
GC1048,1.02E+02,2.23E+01,i
GC1048,1.03E+02,2.22E+01,i
GC1048,1.04E+02,2.22E+01,i
GC1048,1.05E+02,2.22E+01,i
GC1048,1.06E+02,2.21E+01,i
GC1048,1.07E+02,2.21E+01,i
GC1048,1.08E+02,2.20E+01,i
GC1048,1.09E+02,2.20E+01,i
GC1048,1.10E+02,2.20E+01,i
GC1048,1.11E+02,2.19E+01,i
GC1048,1.12E+02,2.19E+01,i
GC1048,1.13E+02,2.19E+01,i
GC1048,1.14E+02,2.18E+01,i
GC1048,1.15E+02,2.18E+01,i
GC1048,1.16E+02,2.17E+01,i
GC1048,1.17E+02,2.17E+01,i
GC1048,1.18E+02,2.17E+01,i
GC1048,1.19E+02,2.16E+01,i
GC1048,1.20E+02,2.16E+01,i
GC1048,1.21E+02,2.16E+01,i
GC1048,1.22E+02,2.15E+01,i
GC1048,1.23E+02,2.15E+01,i
GC1048,1.24E+02,2.15E+01,i
GC1048,1.25E+02,2.14E+01,i
GC1048,1.26E+02,2.14E+01,i
GC1048,1.27E+02,2.13E+01,i
GC1048,1.28E+02,2.13E+01,i
GC1048,1.29E+02,2.13E+01,i
GC1048,1.30E+02,2.12E+01,i
GC1048,1.31E+02,2.12E+01,i
GC1048,1.32E+02,2.12E+01,i
GC1048,1.33E+02,2.11E+01,i
GC1048,1.34E+02,2.11E+01,i
GC1048,1.35E+02,2.11E+01,i
GC1048,1.36E+02,2.10E+01,i
GC1048,1.37E+02,2.10E+01,i
GC1048,1.38E+02,2.09E+01,i
GC1048,1.39E+02,2.09E+01,i
GC1048,1.40E+02,2.09E+01,i
GC1048,1.41E+02,2.08E+01,i
GC1048,1.42E+02,2.08E+01,i
GC1048,1.43E+02,2.08E+01,i
GC1048,1.44E+02,2.07E+01,i
GC1048,1.45E+02,2.07E+01,i
GC1048,1.46E+02,2.07E+01,i
GC1048,1.47E+02,2.06E+01,i
GC1048,1.48E+02,2.06E+01,i
GC1048,1.49E+02,2.06E+01,i
GC1048,1.50E+02,2.05E+01,i
GC1048,1.51E+02,2.05E+01,i
GC1048,1.52E+02,2.04E+01,i
GC1048,1.53E+02,2.04E+01,i
GC1048,1.54E+02,2.04E+01,i
GC1048,1.55E+02,2.03E+01,i
GC1048,1.56E+02,2.03E+01,i
GC1048,1.57E+02,2.03E+01,i
GC1048,1.58E+02,2.02E+01,i
GC1048,1.59E+02,2.02E+01,i
GC1048,1.60E+02,2.02E+01,i
GC1048,1.61E+02,2.01E+01,i
GC1048,1.62E+02,2.01E+01,i
GC1048,1.63E+02,2.01E+01,i
GC1048,1.64E+02,2.00E+01,i
GC1048,1.65E+02,2.00E+01,i
GC1048,1.66E+02,1.99E+01,i
GC1048,1.67E+02,1.99E+01,i
GC1048,1.68E+02,1.99E+01,i
GC1048,1.69E+02,1.98E+01,i
GC1048,1.70E+02,1.98E+01,i
GC1048,1.71E+02,1.98E+01,i
GC1048,1.72E+02,1.97E+01,i
GC1048,1.73E+02,1.97E+01,i
GC1048,1.74E+02,1.97E+01,i
GC1048,1.75E+02,1.96E+01,i
GC1048,1.76E+02,1.96E+01,i
GC1048,1.77E+02,1.96E+01,i
GC1048,1.78E+02,1.95E+01,i
GC1048,1.79E+02,1.95E+01,i
GC1048,1.80E+02,1.95E+01,i
GC1048,1.81E+02,1.94E+01,i
GC1048,1.82E+02,1.94E+01,i
GC1048,1.83E+02,1.93E+01,i
GC1048,1.84E+02,1.93E+01,i
GC1048,1.85E+02,1.93E+01,i
GC1048,1.86E+02,1.92E+01,i
GC1048,1.87E+02,1.92E+01,i
GC1048,1.88E+02,1.92E+01,i
GC1048,1.89E+02,1.91E+01,i
GC1048,1.90E+02,1.91E+01,i
GC1048,1.91E+02,1.91E+01,i
GC1048,1.92E+02,1.90E+01,i
GC1048,1.93E+02,1.90E+01,i
GC1048,1.94E+02,1.90E+01,i
GC1048,1.95E+02,1.89E+01,i
GC1048,1.96E+02,1.89E+01,i
GC1048,1.97E+02,1.89E+01,i
GC1048,1.98E+02,1.88E+01,i
GC1048,1.99E+02,1.88E+01,i
GC1048,2.00E+02,1.88E+01,i
GC1048,2.01E+02,1.87E+01,i
GC1048,2.02E+02,1.87E+01,i
GC1048,2.03E+02,1.87E+01,i
GC1048,2.04E+02,1.86E+01,i
GC1048,2.05E+02,1.86E+01,i
GC1048,2.06E+02,1.86E+01,i
GC1048,2.07E+02,1.85E+01,i
GC1048,2.08E+02,1.85E+01,i
GC1048,2.09E+02,1.84E+01,i
GC1048,2.10E+02,1.84E+01,i
GC1048,2.11E+02,1.84E+01,i
GC1048,2.12E+02,1.83E+01,i
GC1048,2.13E+02,1.83E+01,i
GC1048,2.14E+02,1.83E+01,i
GC1048,2.15E+02,1.82E+01,i
GC1048,2.16E+02,1.82E+01,i
GC1048,2.17E+02,1.82E+01,i
GC1048,2.18E+02,1.81E+01,i
GC1048,2.19E+02,1.81E+01,i
GC1048,2.20E+02,1.81E+01,i
GC1048,2.21E+02,1.80E+01,i
GC1048,2.22E+02,1.80E+01,i
GC1048,2.23E+02,1.80E+01,i
GC1048,2.24E+02,1.79E+01,i
GC1048,2.25E+02,1.79E+01,i
GC1048,2.26E+02,1.79E+01,i
GC1048,2.27E+02,1.78E+01,i
GC1048,2.28E+02,1.78E+01,i
GC1048,2.29E+02,1.78E+01,i
GC1048,2.30E+02,1.77E+01,i
GC1048,2.31E+02,1.77E+01,i
GC1048,2.32E+02,1.77E+01,i
GC1048,2.33E+02,1.76E+01,i
GC1048,2.34E+02,1.76E+01,i
GC1048,2.35E+02,1.76E+01,i
GC1048,2.36E+02,1.75E+01,i
GC1048,2.37E+02,1.75E+01,i
GC1048,2.38E+02,1.75E+01,i
GC1048,2.39E+02,1.74E+01,i
GC1048,2.40E+02,1.74E+01,i
GC1048,2.41E+02,1.74E+01,i
GC1048,2.42E+02,1.73E+01,i
GC1048,2.43E+02,1.73E+01,i
GC1048,2.44E+02,1.73E+01,i
GC1048,2.45E+02,1.72E+01,i
GC1048,2.46E+02,1.72E+01,i
GC1048,2.47E+02,1.72E+01,i
GC1048,2.48E+02,1.71E+01,i
GC1048,2.49E+02,1.71E+01,i
GC1048,2.50E+02,1.71E+01,i
GC1048,2.51E+02,1.70E+01,i
GC1048,2.52E+02,1.70E+01,i
GC1048,2.53E+02,1.70E+01,i
GC1048,2.54E+02,1.69E+01,i
GC1048,2.55E+02,1.69E+01,i
GC1048,2.56E+02,1.69E+01,i
GC1048,2.57E+02,1.68E+01,i
GC1048,2.58E+02,1.68E+01,i
GC1048,2.59E+02,1.68E+01,i
GC1048,2.60E+02,1.67E+01,i
GC1048,2.61E+02,1.67E+01,i
GC1048,2.62E+02,1.67E+01,i
GC1048,2.63E+02,1.66E+01,i
GC1048,2.64E+02,1.66E+01,i
GC1048,2.65E+02,1.66E+01,i
GC1048,2.66E+02,1.65E+01,i
GC1048,2.67E+02,1.65E+01,i
GC1048,2.68E+02,1.65E+01,i
GC1048,2.69E+02,1.64E+01,i
GC1048,2.70E+02,1.64E+01,i
GC1048,2.71E+02,1.64E+01,i
GC1048,2.72E+02,1.63E+01,i
GC1048,2.73E+02,1.63E+01,i
GC1048,2.74E+02,1.63E+01,i
GC1048,2.75E+02,1.63E+01,i
GC1048,2.76E+02,1.62E+01,i
GC1048,2.77E+02,1.62E+01,i
GC1048,2.78E+02,1.62E+01,i
GC1048,2.79E+02,1.61E+01,i
GC1048,2.80E+02,1.61E+01,i
GC1048,2.81E+02,1.61E+01,i
GC1048,2.82E+02,1.60E+01,i
GC1048,2.83E+02,1.60E+01,i
GC1048,2.84E+02,1.60E+01,i
GC1048,2.85E+02,1.59E+01,i
GC1048,2.86E+02,1.59E+01,i
GC1048,2.87E+02,1.59E+01,i
GC1048,2.88E+02,1.58E+01,i
GC1048,2.89E+02,1.58E+01,i
GC1048,2.90E+02,1.58E+01,i
GC1048,2.91E+02,1.57E+01,i
GC1048,2.92E+02,1.57E+01,i
GC1048,2.93E+02,1.57E+01,i
GC1048,2.94E+02,1.56E+01,i
GC1048,2.95E+02,1.56E+01,i
GC1048,2.96E+02,1.56E+01,i
GC1048,2.97E+02,1.55E+01,i
GC1048,2.98E+02,1.55E+01,i
GC1048,2.99E+02,1.55E+01,i
GC1048,3.00E+02,1.55E+01,i
GC1048,3.01E+02,1.54E+01,i
GC1048,3.02E+02,1.54E+01,i
GC1048,3.03E+02,1.54E+01,i
GC1048,3.04E+02,1.53E+01,i
GC1048,3.05E+02,1.53E+01,i
GC1048,3.06E+02,1.53E+01,i
GC1048,3.07E+02,1.52E+01,i
GC1048,3.08E+02,1.52E+01,i
GC1048,3.09E+02,1.52E+01,i
GC1048,3.10E+02,1.51E+01,i
GC1048,3.11E+02,1.51E+01,i
GC1048,3.12E+02,1.51E+01,i
GC1048,3.13E+02,1.50E+01,i
GC1048,3.14E+02,1.50E+01,i
GC1048,3.15E+02,1.50E+01,i
GC1048,3.16E+02,1.49E+01,i
GC1048,3.17E+02,1.49E+01,i
GC1048,3.18E+02,1.49E+01,i
GC1048,3.19E+02,1.49E+01,i
GC1048,3.20E+02,1.48E+01,i
GC1048,3.21E+02,1.48E+01,i
GC1048,3.22E+02,1.48E+01,i
GC1048,3.23E+02,1.47E+01,i
GC1048,3.24E+02,1.47E+01,i
GC1048,3.25E+02,1.47E+01,i
GC1048,3.26E+02,1.46E+01,i
GC1048,3.27E+02,1.46E+01,i
GC1048,3.28E+02,1.46E+01,i
GC1048,3.29E+02,1.45E+01,i
GC1048,3.30E+02,1.45E+01,i
GC1048,3.31E+02,1.45E+01,i
GC1048,3.32E+02,1.45E+01,i
GC1048,3.33E+02,1.44E+01,i
GC1048,3.34E+02,1.44E+01,i
GC1048,3.35E+02,1.44E+01,i
GC1048,3.36E+02,1.43E+01,i
GC1048,3.37E+02,1.43E+01,i
GC1048,3.38E+02,1.43E+01,i
GC1048,3.39E+02,1.42E+01,i
GC1048,3.40E+02,1.42E+01,i
GC1048,3.41E+02,1.42E+01,i
GC1048,3.42E+02,1.42E+01,i
GC1048,3.43E+02,1.41E+01,i
GC1048,3.44E+02,1.41E+01,i
GC1048,3.45E+02,1.41E+01,i
GC1048,3.46E+02,1.41E+01,i
GC1048,3.47E+02,1.41E+01,i
GC1048,3.48E+02,1.40E+01,i
GC1048,3.49E+02,1.40E+01,i
GC1048,3.50E+02,1.40E+01,i
GC1048,10,26.19,e
GC1048,25,25.71,e
GC1048,40,25.08,e
GC1048,55,25.2,e
GC1048,70,22.22,e
GC1048,85,26.57,e
GC1048,105,23.82,e
GC1048,120,22.29,e
GC1048,135,19.79,e
GC1048,165,19.01,e
GC1048,185,18.2,e
GC1048,205,16.9,e
GC1048,220,16,e
GC1048,235,13.1,e
GC1048,250,12.03,e
GC1048,265,9.29,e
GC1048,303,1.64,e
GC1048,309,1.3,e
GC1048,324,0.58,e
GC1048,5.00E-01,2.62E+01,m
GC1048,1.50E+00,2.61E+01,m
GC1048,2.50E+00,2.61E+01,m
GC1048,3.50E+00,2.60E+01,m
GC1048,4.50E+00,2.60E+01,m
GC1048,5.50E+00,2.60E+01,m
GC1048,6.50E+00,2.59E+01,m
GC1048,7.50E+00,2.59E+01,m
GC1048,8.50E+00,2.58E+01,m
GC1048,9.50E+00,2.58E+01,m
GC1048,1.05E+01,2.58E+01,m
GC1048,1.15E+01,2.57E+01,m
GC1048,1.25E+01,2.57E+01,m
GC1048,1.35E+01,2.56E+01,m
GC1048,1.45E+01,2.56E+01,m
GC1048,1.55E+01,2.56E+01,m
GC1048,1.65E+01,2.55E+01,m
GC1048,1.75E+01,2.55E+01,m
GC1048,1.85E+01,2.54E+01,m
GC1048,1.95E+01,2.54E+01,m
GC1048,2.05E+01,2.54E+01,m
GC1048,2.15E+01,2.53E+01,m
GC1048,2.25E+01,2.53E+01,m
GC1048,2.35E+01,2.52E+01,m
GC1048,2.45E+01,2.52E+01,m
GC1048,2.55E+01,2.52E+01,m
GC1048,2.65E+01,2.51E+01,m
GC1048,2.75E+01,2.51E+01,m
GC1048,2.85E+01,2.50E+01,m
GC1048,2.95E+01,2.50E+01,m
GC1048,3.05E+01,2.50E+01,m
GC1048,3.15E+01,2.49E+01,m
GC1048,3.25E+01,2.49E+01,m
GC1048,3.35E+01,2.48E+01,m
GC1048,3.45E+01,2.48E+01,m
GC1048,3.55E+01,2.48E+01,m
GC1048,3.65E+01,2.47E+01,m
GC1048,3.75E+01,2.47E+01,m
GC1048,3.85E+01,2.47E+01,m
GC1048,3.95E+01,2.46E+01,m
GC1048,4.05E+01,2.46E+01,m
GC1048,4.15E+01,2.45E+01,m
GC1048,4.25E+01,2.45E+01,m
GC1048,4.35E+01,2.45E+01,m
GC1048,4.45E+01,2.44E+01,m
GC1048,4.55E+01,2.44E+01,m
GC1048,4.65E+01,2.43E+01,m
GC1048,4.75E+01,2.43E+01,m
GC1048,4.85E+01,2.43E+01,m
GC1048,4.95E+01,2.42E+01,m
GC1048,5.05E+01,2.42E+01,m
GC1048,5.15E+01,2.42E+01,m
GC1048,5.25E+01,2.41E+01,m
GC1048,5.35E+01,2.41E+01,m
GC1048,5.45E+01,2.40E+01,m
GC1048,5.55E+01,2.40E+01,m
GC1048,5.65E+01,2.40E+01,m
GC1048,5.75E+01,2.39E+01,m
GC1048,5.85E+01,2.39E+01,m
GC1048,5.95E+01,2.38E+01,m
GC1048,6.05E+01,2.38E+01,m
GC1048,6.15E+01,2.38E+01,m
GC1048,6.25E+01,2.37E+01,m
GC1048,6.35E+01,2.37E+01,m
GC1048,6.45E+01,2.37E+01,m
GC1048,6.55E+01,2.36E+01,m
GC1048,6.65E+01,2.36E+01,m
GC1048,6.75E+01,2.35E+01,m
GC1048,6.85E+01,2.35E+01,m
GC1048,6.95E+01,2.35E+01,m
GC1048,7.05E+01,2.34E+01,m
GC1048,7.15E+01,2.34E+01,m
GC1048,7.25E+01,2.33E+01,m
GC1048,7.35E+01,2.33E+01,m
GC1048,7.45E+01,2.33E+01,m
GC1048,7.55E+01,2.32E+01,m
GC1048,7.65E+01,2.32E+01,m
GC1048,7.75E+01,2.32E+01,m
GC1048,7.85E+01,2.31E+01,m
GC1048,7.95E+01,2.31E+01,m
GC1048,8.05E+01,2.30E+01,m
GC1048,8.15E+01,2.30E+01,m
GC1048,8.25E+01,2.30E+01,m
GC1048,8.35E+01,2.29E+01,m
GC1048,8.45E+01,2.29E+01,m
GC1048,8.55E+01,2.29E+01,m
GC1048,8.65E+01,2.28E+01,m
GC1048,8.75E+01,2.28E+01,m
GC1048,8.85E+01,2.27E+01,m
